iter	Logloss
0	0.6415674057
1	0.5983039664
2	0.5660798442
3	0.5432815282
4	0.5255555861
5	0.512430464
6	0.5004394846
7	0.4903298544
8	0.4824336047
9	0.4769352339
10	0.4704235769
11	0.4663079004
12	0.4617655407
13	0.4577409318
14	0.4554302403
15	0.4525471559
16	0.4492106698
17	0.4453763106
18	0.4431491912
19	0.441209427
20	0.4390515119
21	0.4372678715
22	0.4348244503
23	0.4340087452
24	0.432499673
25	0.4310405612
26	0.4293235812
27	0.428333787
28	0.4276547092
29	0.4248448675
30	0.4240907482
31	0.4223760009
32	0.421172423
33	0.4201494643
34	0.4190934547
35	0.4184747724
36	0.4168537013
37	0.4159518582
38	0.4153402983
39	0.4147172899
40	0.413764247
41	0.4130343962
42	0.4117798178
43	0.4117655596
44	0.4114008572
45	0.4103570051
46	0.4098286585
47	0.4092249896
48	0.4086922335
49	0.407832188
50	0.4072309873
51	0.4067047987
52	0.4055229177
53	0.4053665873
54	0.4050921007
55	0.4043672871
56	0.4037112267
57	0.4034627386
58	0.4031225216
59	0.4028731264
60	0.4019191754
61	0.4017523476
62	0.4015174211
63	0.4006868453
64	0.4001091641
65	0.3995744669
66	0.3993389274
67	0.3986398635
68	0.3986230153
69	0.3983650636
70	0.3981687005
71	0.3981303277
72	0.3980067113
73	0.3975870081
74	0.3972908029
75	0.3967285329
76	0.3964144225
77	0.3963970786
78	0.3959298205
79	0.3955190152
80	0.3945512419
81	0.3943274446
82	0.394102049
83	0.3932473064
84	0.3931751543
85	0.3926595887
86	0.3922680263
87	0.3917394716
88	0.3914400772
89	0.391157655
90	0.3908725884
91	0.3907507054
92	0.3902211488
93	0.3901566807
94	0.3895709642
95	0.3894004809
96	0.3887677471
97	0.3886219825
98	0.3884811556
99	0.3883349201
100	0.3879503024
101	0.3877734913
102	0.3876315398
103	0.3872885158
104	0.3870662871
105	0.3869186337
106	0.3866762108
107	0.386063558
108	0.3855616267
109	0.3850994046
110	0.3845158393
111	0.3839770928
112	0.3837454688
113	0.3832290789
114	0.382937663
115	0.382804091
116	0.3824541948
117	0.3821039974
118	0.3818946061
119	0.3815462863
120	0.3811192151
121	0.3808572515
122	0.3806153174
123	0.3803884749
124	0.3801983099
125	0.3798786087
126	0.3792462058
127	0.3788094071
128	0.3783500698
129	0.3780229334
130	0.377863687
131	0.3775650084
132	0.3771723183
133	0.3770209753
134	0.376582157
135	0.3764755278
136	0.3762243584
137	0.3758818769
138	0.3754697225
139	0.375315299
140	0.3749257853
141	0.3746047921
142	0.3744766128
143	0.3742946159
144	0.3740799382
145	0.3738095363
146	0.3735670643
147	0.3733365233
148	0.3727845203
149	0.372646673
150	0.3721587163
151	0.3715619661
152	0.3712944093
153	0.371052079
154	0.3708992575
155	0.370697966
156	0.3704823437
157	0.3703520481
158	0.3701058633
159	0.369925563
160	0.3696269318
161	0.369091155
162	0.3689768286
163	0.3682859817
164	0.3676943368
165	0.3675351491
166	0.3673819265
167	0.3672536362
168	0.3670964976
169	0.3670061301
170	0.3665498466
171	0.366281247
172	0.3660726068
173	0.3659120089
174	0.3656983195
175	0.3655086885
176	0.3652063341
177	0.3650425946
178	0.3647913919
179	0.3646378697
180	0.3644639065
181	0.3643101002
182	0.3640467196
183	0.3638455591
184	0.3635982016
185	0.3633692062
186	0.3630646264
187	0.3627071301
188	0.3625079964
189	0.3618335353
190	0.3615760737
191	0.3612435769
192	0.3610583098
193	0.3608175853
194	0.3607401553
195	0.3604589975
196	0.360317232
197	0.3599576243
198	0.3597773106
199	0.3596863883
200	0.3594983882
201	0.3593654615
202	0.3591722138
203	0.3586407544
204	0.358284809
205	0.3580223665
206	0.35787029
207	0.3575515402
208	0.3574362169
209	0.3573078894
210	0.3571147818
211	0.3569435005
212	0.3568329236
213	0.3566796174
214	0.3565339676
215	0.3563448228
216	0.3560546343
217	0.3558701554
218	0.3556454687
219	0.3554025755
220	0.3552345991
221	0.3550817736
222	0.3550754993
223	0.3548620079
224	0.3546809323
225	0.3546126964
226	0.3545206495
227	0.3542301553
228	0.3540032636
229	0.3538238804
230	0.3537273782
231	0.3535789511
232	0.3534978767
233	0.3533238519
234	0.3531538657
235	0.3529400178
236	0.3529030655
237	0.3527939443
238	0.3525467662
239	0.3523973403
240	0.3522209555
241	0.3519426141
242	0.351869307
243	0.351692266
244	0.3515634587
245	0.3513829071
246	0.3511896636
247	0.3508289345
248	0.3505713116
249	0.3504036791
250	0.350277179
251	0.3501439069
252	0.3500361106
253	0.3498778927
254	0.349720004
255	0.349589651
256	0.3494965233
257	0.3494244146
258	0.3491159825
259	0.3489567951
260	0.3487088865
261	0.3484933901
262	0.3482749952
263	0.3481010705
264	0.3478421456
265	0.3477121348
266	0.3474650894
267	0.347301836
268	0.3472261646
269	0.3470393927
270	0.3468385653
271	0.3467782339
272	0.3467085889
273	0.3465818284
274	0.3465370327
275	0.3463313554
276	0.3460779326
277	0.3460459875
278	0.3459150685
279	0.3456452294
280	0.3454798199
281	0.3451852544
282	0.345041786
283	0.3449933003
284	0.3448924423
285	0.3447389428
286	0.3445913637
287	0.3444471211
288	0.3443318921
289	0.3441291455
290	0.3439861321
291	0.343833613
292	0.3436129707
293	0.3434883889
294	0.343332428
295	0.343140478
296	0.3430212665
297	0.3428338344
298	0.3427806424
299	0.3426792786
300	0.3425924203
301	0.3423206787
302	0.3421133454
303	0.3419524399
304	0.3418594698
305	0.3417262664
306	0.3415043848
307	0.3413340044
308	0.3411859946
309	0.3409010882
310	0.3407877872
311	0.3406527391
312	0.3404962701
313	0.3404435839
314	0.3403763449
315	0.3402679101
316	0.3401908872
317	0.3401324483
318	0.3400501073
319	0.3400099943
320	0.339480411
321	0.3393003454
322	0.3391765932
323	0.339105226
324	0.3389364283
325	0.3388500684
326	0.338743984
327	0.3385317117
328	0.3384746223
329	0.3383993049
330	0.3383777807
331	0.3382769748
332	0.338170665
333	0.3379246907
334	0.3377500808
335	0.3376154247
336	0.3374414719
337	0.3373545667
338	0.3372730677
339	0.3371179958
340	0.3369823949
341	0.3369490015
342	0.336749611
343	0.3366307872
344	0.3365554526
345	0.3363696721
346	0.3362736904
347	0.3361298056
348	0.3359419004
349	0.3358067021
350	0.3356463983
351	0.3353815618
352	0.3352413458
353	0.3351727861
354	0.3349980196
355	0.3348183445
356	0.3346715167
357	0.3344718369
358	0.3343364334
359	0.3341842389
360	0.3341453728
361	0.3339845817
362	0.3338453153
363	0.3336836663
364	0.3335502979
365	0.333378604
366	0.3332075482
367	0.3331455196
368	0.3330459323
369	0.3329298347
370	0.3328432845
371	0.3327204059
372	0.3326151497
373	0.3324003945
374	0.3323466194
375	0.3322591989
376	0.3321091352
377	0.3319755432
378	0.3318890788
379	0.33179685
380	0.3317083793
381	0.3316510777
382	0.3315130167
383	0.3313771324
384	0.3312411975
385	0.3311841445
386	0.3309073664
387	0.3309009473
388	0.3307167195
389	0.3306557361
390	0.3306449396
391	0.3305149911
392	0.3304986472
393	0.3304649381
394	0.3303018261
395	0.3301984938
396	0.329997014
397	0.3299357008
398	0.3298723261
399	0.3298608152
400	0.3298468165
401	0.3297270619
402	0.3296503741
403	0.3294934636
404	0.3293926962
405	0.3292127882
406	0.3291214113
407	0.3289958974
408	0.3288512601
409	0.3287199187
410	0.3286736917
411	0.3284660946
412	0.328296932
413	0.328215013
414	0.3280447145
415	0.3278858983
416	0.3278391735
417	0.3276977765
418	0.3276729804
419	0.327556473
420	0.3274218608
421	0.3273504755
422	0.327310245
423	0.3272153193
424	0.3270668503
425	0.3270199292
426	0.3270008478
427	0.3268191519
428	0.3267102052
429	0.3266295073
430	0.3265704999
431	0.3264436486
432	0.3264001095
433	0.3263262468
434	0.3261378189
435	0.3260901664
436	0.3260126338
437	0.3259470355
438	0.3258596582
439	0.3257888072
440	0.3257133971
441	0.3255868243
442	0.3255322283
443	0.325437401
444	0.3253304944
445	0.3251813928
446	0.3251255059
447	0.3250009031
448	0.324931454
449	0.3249253152
450	0.3247690879
451	0.3247414298
452	0.3246373064
453	0.3245729052
454	0.3244825054
455	0.3243333448
456	0.3242567476
457	0.3242360174
458	0.3241237286
459	0.3240097986
460	0.3239168994
461	0.3238871834
462	0.3237236283
463	0.3236189706
464	0.323466591
465	0.3233888783
466	0.323375924
467	0.3232921954
468	0.3231207877
469	0.3229792524
470	0.3228498966
471	0.3227560864
472	0.3226552774
473	0.3226014826
474	0.3224393527
475	0.3223329304
476	0.3222130732
477	0.322027617
478	0.3219108324
479	0.3218099135
480	0.3216492961
481	0.3215863652
482	0.3214274524
483	0.3212235187
484	0.3210969436
485	0.3210055045
486	0.3209205943
487	0.3208266248
488	0.3207306142
489	0.3206011906
490	0.3205130267
491	0.3202903222
492	0.3200772534
493	0.3199830332
494	0.3198988398
495	0.3198442016
496	0.3196265555
497	0.3194723687
498	0.31935391
499	0.31930797
